价格,新车价,行驶时间,公里数,保养方式,使用类型,所在地,环境标准,年检到期日,保险到期日,depre,city,miles,years,y
5.68,14.79,7年2个月,9.00万公里,4S店定期保养,非营运车,重庆,国4,2018年08月,2018年08月,0.384043272481,cq,9.0,7.58333333333,-0.472421478539
6.5,40.0,10年9个月,9.00万公里,4S店定期保养,非营运车,重庆,国2,2018年01月,2018年01月,0.1625,cq,9.0,1.08333333333,-1.63974326193
6.08,8.99,1年8个月,2.00万公里,4S店定期保养,非营运车,重庆,"国4,国5",2021年01月,2018年01月,0.676307007786,cq,2.0,1.08333333333,0.736851614795
3.28,8.44,5年9个月,5.00万公里,4S店定期保养,非营运车,重庆,国4,2018年01月,2018年01月,0.388625592417,cq,5.0,5.41666666667,-0.453093157097
17.5,24.18,1年8个月,3.68万公里,无定期保养,非营运车,重庆,"国4,国5",2017年10月,2017年10月,0.723738626964,cq,3.68,1.08333333333,0.963082893381
12.6,82.28,10年3个月,7.80万公里,4S店定期保养,非营运车,重庆,- -,2018年07月,2018年05月,0.153135634419,cq,7.8,1.08333333333,-1.71021651859
4.68,7.37,4年2个月,0.50万公里,4S店定期保养,非营运车,重庆,欧4,2018年08月,2018年08月,0.635006784261,cq,0.5,4.33333333333,0.553756916316
7.98,11.27,2年3个月,0.40万公里,4S店定期保养,非营运车,重庆,国4,2018年07月,2018年07月,0.708074534161,cq,0.4,2.16666666667,0.886050846684
8.1,12.9,1年6个月,2.00万公里,4S店定期保养,非营运车,重庆,"国4,国5",2018年04月,2019年04月,0.627906976744,cq,2.0,1.08333333333,0.523248143765
15.8,22.77,3年1个月,0.57万公里,4S店定期保养,非营运车,重庆,"国4,京5",2018年09月,2018年09月,0.693895476504,cq,0.57,3.25,0.81839471526
10.68,15.39,1年8个月,2.10万公里,4S店定期保养,非营运车,重庆,国4,2018年02月,2018年02月,0.69395711501,cq,2.1,1.08333333333,0.818684925504
13.98,16.92,1年5个月,2.00万公里,4S店定期保养,非营运车,重庆,国5,2018年05月,已到期,0.826241134752,cq,2.0,1.08333333333,1.55921815546
18.78,27.98,5个月,0.10万公里,4S店定期保养,非营运车,重庆,"国4,国5",2019年05月,2018年05月,0.671193709793,cq,0.1,5.41666666667,0.713588989725
33.9,43.2,3年8个月,4.40万公里,4S店定期保养,非营运车,重庆,欧4,2018年02月,2018年02月,0.784722222222,cq,4.4,3.25,1.29340061423
5.6,7.48,1年5个月,2.00万公里,4S店定期保养,非营运车,重庆,"国4,OBD,国5",2017年12月,2017年12月,0.748663101604,cq,2.0,1.08333333333,1.0914948209
20.18,33.63,3年4个月,5.00万公里,4S店定期保养,非营运车,重庆,国4,2017年10月,2017年10月,0.600059470711,cq,5.0,3.25,0.405712908878
22.78,29.94,1年8个月,0.40万公里,4S店定期保养,非营运车,重庆,"国4,国5",2018年02月,2019年02月,0.76085504342,cq,0.4,1.08333333333,1.15737297705
5.58,8.66,2年7个月,1.90万公里,4S店定期保养,非营运车,重庆,国4,2019年03月,2017年12月,0.644341801386,cq,1.9,2.16666666667,0.594259179408
4.3,7.91,4年4个月,4.00万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.543615676359,cq,4.0,4.33333333333,0.174907250355
11.98,15.39,2个月,0.05万公里,4S店定期保养,非营运车,重庆,国5,2019年08月,2018年08月,0.778427550357,cq,0.05,2.16666666667,1.25652630139
29.9,233.7,9年9个月,11.10万公里,4S店定期保养,非营运车,重庆,欧4,2018年01月,2018年01月,0.127941805734,cq,11.1,9.75,-1.91928064039
12.88,17.45,2年,1.84万公里,无定期保养,非营运车,重庆,"国4,国5",2017年11月,2017年11月,0.738108882521,cq,1.84,2.16666666667,1.03616251577
119.8,260.3,3年9个月,1.10万公里,4S店定期保养,非营运车,重庆,欧5,2018年01月,2018年01月,0.460238186708,cq,1.1,3.25,-0.159383803092
13.68,24.52,3年3个月,3.00万公里,无定期保养,非营运车,重庆,京5,2017年11月,2017年11月,0.557911908646,cq,3.0,3.25,0.232691916183
7.8,12.58,2年6个月,0.80万公里,4S店定期保养,非营运车,重庆,"国4,OBD",已到期,2018年04月,0.620031796502,cq,0.8,2.16666666667,0.489683187192
5.0,13.77,4年6个月,5.00万公里,4S店定期保养,非营运车,重庆,国4,2018年04月,2018年04月,0.363108206245,cq,5.0,4.33333333333,-0.56189889395
12.58,25.38,6年8个月,7.80万公里,4S店定期保养,非营运车,重庆,国4,2019年02月,2019年02月,0.495665878645,cq,7.8,6.5,-0.0173369196533
38.8,49.71,11年,3.80万公里,无定期保养,非营运车,重庆,欧4,2017年11月,2017年11月,0.78052705693,cq,3.8,1.08333333333,1.26874044678
7.8,10.41,4年5个月,5.00万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.749279538905,cq,5.0,4.33333333333,1.09477351236
4.0,45.37,11年1个月,8.80万公里,4S店定期保养,非营运车,重庆,国2,2018年09月,2018年09月,0.0881639850121,cq,8.8,1.08333333333,-2.33626161935
2.98,8.55,5年9个月,6.00万公里,4S店定期保养,非营运车,重庆,国4,2018年01月,2018年01月,0.348538011696,cq,6.0,5.41666666667,-0.625471753422
2.96,6.39,3年8个月,3.20万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.463223787167,cq,3.2,3.25,-0.147370992842
7.98,12.8,4年5个月,2.30万公里,4S店定期保养,非营运车,重庆,国5,2019年05月,2019年05月,0.6234375,cq,2.3,4.33333333333,0.504164483399
16.8,25.92,3年5个月,3.00万公里,无定期保养,非营运车,重庆,"国4,京5",2017年11月,2017年11月,0.648148148148,cq,3.0,3.25,0.610909082323
24.68,33.74,1年4个月,0.90万公里,无定期保养,非营运车,重庆,"国4,国5",2018年06月,2018年06月,0.731475992887,cq,0.9,1.08333333333,1.00212407898
28.8,61.62,4年1个月,4.00万公里,4S店定期保养,非营运车,重庆,国4,2019年01月,2018年01月,0.467380720545,cq,4.0,4.33333333333,-0.13066269852
12.18,15.08,1年1个月,3.68万公里,无定期保养,非营运车,重庆,"国4,国5",2017年11月,2017年11月,0.807692307692,cq,3.68,1.08333333333,1.43508452529
12.88,18.01,2年8个月,1.20万公里,4S店定期保养,非营运车,重庆,"国4,京5",2019年02月,2019年02月,0.715158245419,cq,1.2,2.16666666667,0.920570061494
5.28,13.98,6年9个月,6.00万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.377682403433,cq,6.0,6.5,-0.499396927942
6.6,12.25,4年10个月,4.60万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.538775510204,cq,4.6,4.33333333333,0.155414103874
6.78,11.28,2年1个月,1.00万公里,4S店定期保养,非营运车,重庆,"国4,国5",2019年09月,2018年09月,0.601063829787,cq,1.0,2.16666666667,0.409899705176
2.98,4.54,2年6个月,2.00万公里,无定期保养,非营运车,重庆,"国4,国5",2017年10月,2017年10月,0.656387665198,cq,2.0,2.16666666667,0.647237479256
6.98,18.44,6年6个月,5.80万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.37852494577,cq,5.8,6.5,-0.495813794512
8.18,12.92,1年5个月,0.90万公里,4S店定期保养,非营运车,重庆,国5,2018年05月,2019年05月,0.633126934985,cq,0.9,1.08333333333,0.545655014908
7.38,43.2,9年8个月,8.00万公里,4S店定期保养,非营运车,重庆,,2018年08月,2018年08月,0.170833333333,cq,8.0,9.75,-1.57973275802
4.98,7.48,2年1个月,2.00万公里,无定期保养,非营运车,重庆,"国4,国5",2017年11月,2017年11月,0.66577540107,cq,2.0,2.16666666667,0.689139159162
7.1,12.24,3年9个月,1.90万公里,4S店定期保养,非营运车,重庆,"国4,国5",2018年01月,2018年01月,0.580065359477,cq,1.9,3.25,0.32304170458
1.88,10.72,9年9个月,7.39万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.175373134328,cq,7.39,9.75,-1.54801509981
13.79,33.43,6年,6.00万公里,4S店定期保养,非营运车,重庆,国4,2017年10月,2017年10月,0.412503739156,cq,6.0,6.5,-0.353624611121
5.68,15.61,6年8个月,6.00万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.363869314542,cq,6.0,6.5,-0.558609245324
10.58,18.11,2年7个月,1.40万公里,4S店定期保养,非营运车,重庆,"国4,京5",2019年03月,2019年03月,0.584207620099,cq,1.4,2.16666666667,0.340070384618
7.68,15.74,7年5个月,4.00万公里,4S店定期保养,非营运车,重庆,欧4,2018年05月,2018年05月,0.48792884371,cq,4.0,7.58333333333,-0.048294009359
2.06,7.15,7年1个月,6.82万公里,无定期保养,非营运车,重庆,"国3,OBD",2017年11月,2017年11月,0.288111888112,cq,6.82,7.58333333333,-0.904571847761
4.6,30.38,6年10个月,7.00万公里,4S店定期保养,非营运车,重庆,国3,2017年12月,2017年12月,0.151415404872,cq,7.0,6.5,-1.72354269402
7.38,12.24,3年10个月,3.70万公里,无定期保养,非营运车,重庆,欧4,2017年11月,2017年11月,0.602941176471,cq,3.7,3.25,0.4177352007
5.0,11.59,5年4个月,5.00万公里,4S店定期保养,非营运车,重庆,国4,2019年01月,2018年01月,0.431406384814,cq,5.0,5.41666666667,-0.27611543608
15.2,26.59,4年6个月,4.40万公里,无定期保养,非营运车,重庆,欧4,2017年11月,2017年11月,0.571643474991,cq,4.4,4.33333333333,0.288559650393
3.98,16.81,7年,8.00万公里,4S店定期保养,非营运车,重庆,国4,2017年10月,已到期,0.236763831053,cq,8.0,7.58333333333,-1.17050435933
4.0,6.61,4年3个月,4.12万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.605143721634,cq,4.12,4.33333333333,0.426944139785
2.38,5.63,4年4个月,4.20万公里,无定期保养,非营运车,重庆,- -,2017年11月,2017年11月,0.422735346359,cq,4.2,4.33333333333,-0.311554508658
4.68,10.83,5年6个月,5.00万公里,无定期保养,非营运车,重庆,"国4,OBD",2017年11月,2017年11月,0.432132963989,cq,5.0,5.41666666667,-0.273153971889
37.8,76.42,5年10个月,6.10万公里,4S店定期保养,非营运车,重庆,欧5,2017年12月,2017年12月,0.494634912327,cq,6.1,5.41666666667,-0.0214611743748
8.8,10.83,1年8个月,1.00万公里,4S店定期保养,非营运车,重庆,国5,2019年01月,2018年01月,0.812557710065,cq,1.0,1.08333333333,1.46671592843
1.88,5.42,5年10个月,5.67万公里,无定期保养,非营运车,重庆,- -,2017年11月,2017年11月,0.346863468635,cq,5.67,5.41666666667,-0.632854950304
3.88,9.76,5年1个月,1.80万公里,4S店定期保养,非营运车,重庆,国4,2018年09月,2019年09月,0.397540983607,cq,1.8,5.41666666667,-0.415721608275
12.5,21.04,4年6个月,4.00万公里,4S店定期保养,非营运车,重庆,欧4,2019年01月,2018年01月,0.594106463878,cq,4.0,4.33333333333,0.380967636508
10.68,16.26,3年3个月,2.00万公里,4S店定期保养,非营运车,重庆,"国4,国5",2018年07月,2018年07月,0.656826568266,cq,2.0,3.25,0.649184057139
1.08,4.44,5年9个月,4.30万公里,4S店定期保养,非营运车,重庆,国4,2018年01月,2018年01月,0.243243243243,cq,4.3,5.41666666667,-1.13497993284
1.18,16.91,11年5个月,7.00万公里,4S店定期保养,非营运车,重庆,国3,2018年05月,2018年05月,0.0697811945594,cq,7.0,1.08333333333,-2.59005527859
23.8,93.13,9年9个月,6.00万公里,4S店定期保养,非营运车,重庆,欧4,2018年01月,2018年01月,0.255556748631,cq,6.0,9.75,-1.06919213228
2.3,10.4,6年10个月,10.00万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.221153846154,cq,10.0,6.5,-1.25895493874
7.8,12.8,3年2个月,2.00万公里,4S店定期保养,非营运车,重庆,国5,2018年08月,2018年08月,0.609375,cq,2.0,3.25,0.444685821261
5.68,12.25,4年7个月,4.00万公里,4S店定期保养,非营运车,重庆,国4,2019年03月,2018年03月,0.463673469388,cq,4.0,4.33333333333,-0.145562599763
8.3,12.52,6年1个月,7.80万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.662939297125,cq,7.8,6.5,0.676420386755
4.2,15.93,8年2个月,5.20万公里,4S店定期保养,非营运车,重庆,国3,2018年01月,2018年01月,0.263653483992,cq,5.2,8.66666666667,-1.02706513738
2.38,6.39,3年1个月,4.00万公里,4S店定期保养,非营运车,重庆,国4,2018年09月,2019年09月,0.372456964006,cq,4.0,3.25,-0.521690753635
15.58,20.49,2年6个月,2.30万公里,无定期保养,非营运车,重庆,"国4,国5",2017年11月,2017年11月,0.76037091264,cq,2.3,2.16666666667,1.15471409864
3.5,13.31,9年4个月,6.00万公里,4S店定期保养,非营运车,重庆,国4,2018年06月,2018年06月,0.262960180316,cq,6.0,9.75,-1.03063930508
8.78,24.52,8年7个月,8.00万公里,4S店定期保养,非营运车,重庆,国4,2018年03月,2018年03月,0.358075040783,cq,8.0,8.66666666667,-0.583728835342
24.38,53.14,6年4个月,6.21万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.458788106887,cq,6.21,6.5,-0.1652224088
6.78,9.22,3年1个月,2.00万公里,4S店定期保养,非营运车,重庆,"国4,京5",2018年09月,已到期,0.73535791757,cq,2.0,3.25,1.02197906265
74.8,97.48,2年5个月,2.50万公里,4S店定期保养,非营运车,重庆,欧5,2019年05月,2019年05月,0.767336889618,cq,2.5,2.16666666667,1.19333440612
7.6,12.79,3年8个月,0.70万公里,4S店定期保养,非营运车,重庆,国4,2018年02月,2018年02月,0.594214229867,cq,0.7,3.25,0.381414550114
9.3,14.52,3年9个月,2.50万公里,4S店定期保养,非营运车,重庆,欧4,2018年01月,2018年01月,0.640495867769,cq,2.5,3.25,0.577516998265
9.2,13.87,1年4个月,1.00万公里,4S店定期保养,非营运车,重庆,"国4,京5",2018年06月,2018年06月,0.663302090844,cq,1.0,1.08333333333,0.678044412374
17.6,20.39,5个月,0.30万公里,4S店定期保养,非营运车,重庆,- -,2019年05月,2018年05月,0.863168219716,cq,0.3,5.41666666667,1.84185730621
9.98,15.19,1年2个月,0.80万公里,4S店定期保养,非营运车,重庆,国5,2018年08月,2018年08月,0.657011191573,cq,0.8,1.08333333333,0.650003234558
6.28,8.89,1年4个月,1.00万公里,4S店定期保养,非营运车,重庆,国5,已到期,已到期,0.706411698538,cq,1.0,1.08333333333,0.878019759146
7.98,12.24,3年2个月,3.00万公里,4S店定期保养,非营运车,重庆,国4,2019年08月,2019年08月,0.651960784314,cq,3.0,3.25,0.62766925118
16.8,61.65,14年9个月,10.00万公里,4S店定期保养,非营运车,重庆,国2,2018年01月,2018年01月,0.272506082725,cq,10.0,1.08333333333,-0.981944702096
4.99,24.94,9年3个月,6.10万公里,4S店定期保养,非营运车,重庆,国4,2017年10月,2017年10月,0.200080192462,cq,6.1,9.75,-1.38579323357
5.2,12.68,7年4个月,5.00万公里,4S店定期保养,非营运车,重庆,国4,2018年06月,2018年06月,0.410094637224,cq,5.0,7.58333333333,-0.363574166399
2.88,7.25,9年11个月,6.80万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.39724137931,cq,6.8,9.75,-0.41697271496
1.38,4.01,6年9个月,5.00万公里,4S店定期保养,非营运车,重庆,"欧3,欧4",2019年01月,2019年01月,0.344139650873,cq,5.0,6.5,-0.644900347021
1.6,5.51,6年11个月,6.83万公里,无定期保养,非营运车,重庆,国3,2017年11月,2017年11月,0.290381125227,cq,6.83,6.5,-0.893533744752
3.8,5.2,1年5个月,1.00万公里,4S店定期保养,非营运车,重庆,国4,2019年01月,2018年01月,0.730769230769,cq,1.0,1.08333333333,0.998528830111
10.3,14.85,1年5个月,1.00万公里,4S店定期保养,非营运车,重庆,国5,2019年01月,2018年01月,0.693602693603,cq,1.0,1.08333333333,0.817016662273
6.8,20.6,7年,5.00万公里,无定期保养,非营运车,重庆,国4,2017年10月,2017年10月,0.330097087379,cq,5.0,7.58333333333,-0.707745979981
4.68,14.64,8年1个月,6.00万公里,4S店定期保养,非营运车,重庆,"国3,OBD",2018年09月,2018年09月,0.319672131148,cq,6.0,8.66666666667,-0.755278961667
9.58,11.93,2年5个月,1.70万公里,4S店定期保养,非营运车,重庆,"国4,国5",2018年05月,2018年05月,0.803017602682,cq,1.7,2.16666666667,1.40526226383
3.66,8.85,2年8个月,2.00万公里,4S店定期保养,非营运车,重庆,"国4,国5",2021年02月,2021年02月,0.413559322034,cq,2.0,2.16666666667,-0.349270549765
5.38,9.76,3年4个月,3.10万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.551229508197,cq,3.1,3.25,0.205639649785
4.68,5.08,3个月,0.20万公里,4S店定期保养,非营运车,重庆,"国4,国5",2019年07月,2018年07月,0.92125984252,cq,0.2,3.25,2.4595888418
10.38,17.68,4年2个月,3.00万公里,4S店定期保养,非营运车,重庆,国4,2019年08月,2019年08月,0.587104072398,cq,3.0,4.33333333333,0.352006529583
8.5,20.61,6年2个月,6.12万公里,无定期保养,非营运车,重庆,国4,2017年11月,2017年11月,0.412421154779,cq,6.12,6.5,-0.353965394069
23.8,29.39,8个月,0.50万公里,4S店定期保养,非营运车,重庆,国5,2018年02月,2018年02月,0.809799251446,cq,0.5,8.66666666667,1.44870629351
8.48,12.24,2年9个月,2.00万公里,4S店定期保养,非营运车,重庆,国4,2019年01月,2019年01月,0.692810457516,cq,2.0,2.16666666667,0.813291492402
3.6,9.42,7年4个月,5.50万公里,4S店定期保养,非营运车,重庆,国4,2018年01月,2018年01月,0.382165605096,cq,5.5,7.58333333333,-0.480366416281
7.8,16.48,6年8个月,5.00万公里,4S店定期保养,非营运车,重庆,国4,2019年01月,2018年01月,0.473300970874,cq,5.0,6.5,-0.106897794977
2.18,7.15,7年6个月,7.00万公里,无定期保养,非营运车,重庆,"国3,OBD",2017年11月,2017年11月,0.304895104895,cq,7.0,7.58333333333,-0.824094963308
11.6,27.44,6年11个月,7.20万公里,4S店定期保养,非营运车,重庆,国4,2018年11月,2018年11月,0.422740524781,cq,7.2,6.5,-0.311533288274
1.6,16.89,13年9个月,10.00万公里,4S店定期保养,非营运车,重庆,国2,2018年01月,2018年01月,0.0947306098283,cq,10.0,1.08333333333,-2.2571953907
21.78,38.49,4年1个月,3.00万公里,4S店定期保养,非营运车,重庆,国4,已到期,已到期,0.565861262666,cq,3.0,4.33333333333,0.264984774898
13.38,24.73,4年1个月,3.00万公里,4S店定期保养,非营运车,重庆,"国4,国5",2019年09月,2019年09月,0.541043267287,cq,3.0,4.33333333333,0.164543310773
5.68,12.91,5年7个月,4.10万公里,4S店定期保养,非营运车,重庆,国4,2018年03月,2019年03月,0.439969016266,cq,4.1,5.41666666667,-0.241287803438
6.8,8.23,1年5个月,1.30万公里,无定期保养,非营运车,重庆,"国4,国5",2017年10月,2017年10月,0.826245443499,cq,1.3,1.08333333333,1.55924816791
1.38,4.44,7年9个月,5.86万公里,4S店定期保养,非营运车,重庆,国4,2017年10月,2017年10月,0.310810810811,cq,5.86,7.58333333333,-0.796331416795
1.88,8.66,9年7个月,7.30万公里,4S店定期保养,非营运车,重庆,国4,2018年03月,2018年03月,0.217090069284,cq,7.3,9.75,-1.28270532511
2.38,10.07,9年2个月,7.00万公里,4S店定期保养,非营运车,重庆,国4,2018年08月,2018年08月,0.236345580933,cq,7.0,9.75,-1.17282029583
13.48,35.82,6年8个月,5.10万公里,4S店定期保养,非营运车,重庆,欧4,2018年02月,2018年02月,0.376326074819,cq,5.1,6.5,-0.505171688157
