,GPS导航,city,depre,miles,y,years,上牌城市,上牌时间,主副驾驶安全气囊,事故排查,仪表台指示灯,供油方式,倒车影像系统,倒车雷达,儿童座椅接口,全景天窗,公里数,内部配置,前制动类型,前后排侧气囊,前后排头部气囊,前后排座椅加热,前后电动车窗,前悬挂类型,前轮胎规格,助力类型,卖家报价(万),厂商,发动机,发动机状态,变速箱1,变速箱及转向,变速箱详情,后制动类型,后悬挂类型,后视镜加热,后视镜电动调节,后视镜电动调节.1,后轮胎规格,外观件更换检测,外部配置,多功能方向盘,安全系统,定速巡航,底盘悬架项,总车型,感应后备箱,感应雨刷,排放标准,排放标准.1,排量,整备质量,新车指导价(万),无钥匙启动系统,最大扭矩,最大马力,服务费,机舱项,款式年份,气缸,泡水排查,漆面修复检测,火烧排查,灯光系统,燃料类型,燃油标号,电动吸合门,电动天窗,真皮座椅,空调,级别,缺陷项检测,胎压检测,自动空调,行李容积,车内中控锁,车型1,车身稳定控制,车身结构,轴承,进气形式,钣金修复检测,长宽高,防抱死系统,随车工具,驱动方式,驻车制动类型,高科技配置
103,无,cd,0.633663366337,3.8,0.547965170715,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,3.8万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,185/60 R15,电动助力,6.4,一汽-大众,1.4L 90马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,复合扭力梁式非独立悬架,标配,标配/标配,标配,185/60 R15,0.0,0.0,无,0.0,标配,0.0,大众捷达 2015款 1.4L 手动舒适型,无,无,国四,国四,1.4,1120,10.1,无,132,90.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,2.0,无,无,466,标配,大众捷达,无,4门5座三厢车,2603,自然吸气,0.0,4487/1706/1470,标配,0.0,,-,0.0
104,无,cd,0.717948717949,9.94,0.934309237377,2.08333333333,成都,2015-05,正常/正常,0.0,0.0,多点电喷,标配,无,标配,无,9.94万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,215/60 R16,电动助力,14.0,广汽本田,2.0L 155马力 L4,0.0,自动,0.0,无级变速档无级变速箱(CVT),盘式,多连杆独立悬架,无,标配/标配,标配,215/60 R16,0.0,0.0,标配,0.0,无,0.0,本田雅阁 2015款 2.0L LX 舒适版,无,无,国四,国四,2.0,1495,19.5,无,190,155.0,5600元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,无,标配,中型车,2.0,无,无,512,标配,本田雅阁,标配,4门5座三厢车,2775,自然吸气,2.0,4930/1845/1470,标配,0.0,,-,0.0
105,无,cd,0.642168674699,11.27,0.584789285363,3.58333333333,成都,2013-11,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,11.27万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,标配,麦弗逊式独立悬架,225/65 R17,电动助力,15.99,东风本田,2.4L 190马力 L4,0.0,自动,0.0,5档自动变速箱(AT),盘式,双横臂式独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,标配,0.0,本田CR-V 2013款 2.4L 两驱豪华版,无,无,国四,国四,2.4,-,24.9,标配,222,190.0,6396元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型SUV,3.0,无,标配,-,标配,本田CR-V,标配,5门5座SUV,2620,自然吸气,1.0,4550/1820/1685,标配,0.0,-,-,0.0
106,无,cd,0.611453744493,14.32,0.45342708506,3.16666666667,成都,2014-04,正常/正常,0.0,0.0,直喷,无,标配,标配,无,14.32万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,无,麦弗逊式独立悬架,215/60 R16,电动助力,13.88,上汽大众,1.4T 131马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,215/60 R16,0.0,0.0,无,0.0,标配,0.0,大众帕萨特 2013款 1.4TSI DSG尊荣版,无,标配,国四,国四,1.4,1460,22.7,无,220,131.0,5552元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,4.0,0.0,0.0,汽油,95号,无,标配,标配,标配,中型车,4.0,标配,标配,490,标配,大众帕萨特,标配,4门5座三厢车,2803,涡轮增压,1.0,4870/1834/1472,标配,0.0,,-,0.0
107,标配,cd,0.67264573991,6.26,0.720175852948,1.58333333333,成都,2015-11,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,6.26万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,无,麦弗逊式独立悬架,225/55 R17,电动助力,15.0,一汽马自达,2.0L 158马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/55 R17,0.0,0.0,标配,0.0,标配,0.0,马自达阿特兹 2015款 2.0L 蓝天尊贵版,无,标配,国四,国四,2.0,1469,22.3,标配,202,158.0,6000元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,0.0,无,标配,483,标配,马自达阿特兹,标配,4门5座三厢车,2830,自然吸气,1.0,4870/1840/1450,标配,0.0,,-,0.0
108,无,cd,0.695,6.3,0.823600068957,2.0,成都,2015-06,正常/正常,0.0,0.0,直喷,无,标配,标配,无,6.3万公里,0.0,通风盘式,正常/无,正常/无,无/无,无,麦弗逊式独立悬架,225/50 R17,电动助力,13.9,上汽大众,1.4T 150马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/50 R17,1.0,0.0,标配,0.0,标配,0.0,大众凌渡 2015款 280TSI DSG舒适版,无,无,国五,国五,1.4,1365,20.0,无,250,150.0,5560元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,3.0,0.0,0.0,汽油,95号,无,标配,标配,标配,紧凑型车,0.0,标配,标配,480-11,标配,大众凌渡,标配,4门5座三厢车,2656,涡轮增压,0.0,4598/1826/1425,标配,0.0,,-,0.0
109,加装,cd,0.704545454545,9.15,0.869037847024,2.91666666667,成都,2014-07,正常/正常,0.0,0.0,直喷,无,标配,标配,无,9.15万公里,0.0,通风盘式,正常/无,正常/正常,无/无,无,麦弗逊式独立悬架,235/50 R17,电动助力,15.5,长安福特,2.0T 203马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,235/50 R17,0.0,0.0,标配,0.0,标配,0.0,福特蒙迪欧 2013款 2.0L GTDi200时尚型,无,标配,国四,国四,2.0,1659,22.0,标配,340,203.0,6200元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,中型车,0.0,标配,标配,516-98,标配,福特蒙迪欧,标配,4门5座三厢车,2850,涡轮增压,1.0,4860/1854/1480,标配,0.0,,-,0.0
110,无,cd,0.644957983193,7.5,0.596949032664,2.0,成都,2015-06,正常/正常,0.0,0.0,直喷,无,标配,标配,无,7.5万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,无,麦弗逊式独立悬架,215/60 R16,电动助力,15.35,上汽大众,1.8T 160马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,215/60 R16,0.0,0.0,标配,0.0,标配,0.0,大众帕萨特 2015款 1.8TSI DSG尊荣版,无,标配,国五,国五,1.8,1520,23.8,无,250,160.0,6140元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,95号,无,标配,标配,标配,中型车,6.0,标配,标配,490,标配,大众帕萨特,标配,4门5座三厢车,2803,涡轮增压,1.0,4870/1834/1472,标配,0.0,,-,0.0
111,无,cd,0.729166666667,7.1,0.990398704028,2.08333333333,成都,2015-05,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,7.1万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,225/60 R17,电动助力,14.0,北京现代,2.0L 165马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/60 R17,0.0,0.0,标配,0.0,标配,0.0,现代ix35 2015款 2.0L 自动两驱智能型 国IV,无,无,国四,国四,2.0,1423,19.2,标配,199,165.0,5600元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,4.0,无,标配,465-14,标配,现代ix35,标配,5门5座SUV,2640,自然吸气,0.0,4420/1820/1690,标配,0.0,-,-,0.0
112,无,cd,0.518518518519,11.33,0.0741079721537,2.91666666667,成都,2014-07,正常/正常,1.0,0.0,多点电喷,无,标配,无,无,11.33万公里,0.0,通风盘式,无/无,无/无,无/无,标配,双横臂式扭杆弹簧独立悬架,215/85 R16,机械液压助力,5.6,猎豹汽车,2.2L 129马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/标配,无,215/85 R16,2.0,0.0,无,0.0,无,0.0,猎豹6481 2014款 2.2L 手动两驱,无,无,国四,国四,2.2,1780,10.8,无,200,129.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,无,无,标配,中型SUV,8.0,无,无,-,标配,猎豹6481,无,5门7座SUV,2725,自然吸气,2.0,4800/1790/1945,标配,0.0,-,-,0.0
113,无,cd,0.596026490066,6.67,0.388935806157,1.83333333333,成都,2015-08,正常/正常,1.0,0.0,多点电喷,无,标配,标配,无,6.67万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,225/45 R17,电动助力,9.0,广汽菲克菲亚特,1.4T 150马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,225/45 R17,0.0,0.0,标配,0.0,无,0.0,菲亚特致悦 2014款 1.4T 自动运动版,无,无,国五,国五,1.4,1475,15.1,标配,230,150.0,3600元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型车,4.0,加装,标配,374-12,标配,菲亚特致悦,标配,5门5座两厢车,2708,涡轮增压,0.0,4545/1850/1475,标配,0.0,,-,0.0
114,无,cd,0.605839416058,9.33,0.429856561232,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,9.33万公里,0.0,通风盘式,正常/无,正常/正常,无/无,标配,麦弗逊式独立悬架,205/60 R16,机械液压助力,8.3,长安福特,1.6L 125马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,无,标配/标配,标配,205/60 R16,1.0,0.0,标配,0.0,无,0.0,福特福克斯 2015款 两厢 1.6L 手动风尚型,无,无,国五,国五,1.6,1301,13.7,无,159,125.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,0.0,无,标配,356,标配,福特福克斯,标配,5门5座两厢车,2648,自然吸气,0.0,4368/1823/1483,标配,0.0,,-,0.0
115,加装,cd,0.350769230769,13.79,-0.615659685082,3.91666666667,成都,2013-07,正常/正常,0.0,0.0,多点电喷,加装,标配,无,无,13.79万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,175/65 R15,机械液压助力,2.28,力帆汽车,1.5L 94马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,175/65 R15,2.0,0.0,标配,0.0,无,0.0,力帆620 2012款 1.5L 手动旗舰型,无,无,国四,国四,1.5,-,6.5,无,128,94.0,3000元（车价x4%，最低3000元） ,0.0,2012款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,4.0,无,无,650,标配,力帆620,无,4门5座三厢车,2605,自然吸气,8.0,4550/1705/1495,标配,0.0,,-,0.0
116,无,cd,0.634782608696,4.42,0.552789822865,1.0,成都,2016-06,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,4.42万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,225/55 R17,电动助力,7.3,华晨中华,1.5T 150马力 L4,0.0,自动,0.0,5档手自一体变速箱(AT),盘式,后H型纵向摆臂式,标配,标配/标配,标配,225/55 R17,0.0,0.0,标配,0.0,标配,0.0,中华V5 2016款 1.5T 自动两驱智能型,无,无,国四,国四,1.5,-,11.5,标配,220,150.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,3.0,标配,无,430-12,标配,中华V5,标配,5门5座SUV,2630,涡轮增压,5.0,4420/1800/1627,标配,0.0,-,-,0.0
117,加装,cd,0.6484375,8.8,0.612178118026,2.75,成都,2014-09,正常/正常,0.0,0.0,多点电喷,加装,无,标配,无,8.8万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,195/65 R15,电动助力,8.3,一汽丰田,1.6L 122马力 L4,0.0,自动,0.0,8档无级变速箱(CVT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,195/65 R15,0.0,0.0,无,0.0,无,0.0,丰田卡罗拉 2014款 1.6L CVT GL,无,无,国四,国四,1.6,1285,12.8,无,154,122.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,无,加装,标配,紧凑型车,6.0,无,无,426-45,标配,丰田卡罗拉,无,4门5座三厢车,2700,自然吸气,1.0,4630/1775/1480,标配,0.0,,-,0.0
118,无,cd,0.44578313253,10.19,-0.217723483845,2.66666666667,成都,2014-10,正常/无,0.0,0.0,多点电喷,无,标配,标配,无,10.19万公里,0.0,通风盘式,无/无,无/无,无/无,标配,双横臂式独立悬架,215/65 R15,机械液压助力,3.7,东风风行,1.6L 113马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/无,标配,215/65 R15,1.0,0.0,无,0.0,无,0.0,东风风行菱智 2014款 M3 1.6L 7座豪华型,无,无,国四,国四,1.6,-,8.3,无,138,113.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,MPV,3.0,无,无,-,标配,东风风行菱智,无,4门7座MPV,2800,自然吸气,0.0,4645/1695/1940,标配,0.0,,-,0.0
119,无,cd,0.503529411765,6.18,0.0141178815458,1.75,成都,2015-09,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.18万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架+横向稳定杆,215/65 R16,机械液压助力,4.28,东风风行,1.5L 120马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,215/65 R16,1.0,0.0,标配,0.0,无,0.0,东风风行景逸X3 2014款 1.5L 尊享型,无,无,国四,国四,1.5,1350,8.5,无,143,120.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,3.0,无,无,700-19,标配,东风风行景逸X3,无,5门5座SUV,2685,自然吸气,0.0,4382/1835/1705,标配,0.0,,-,0.0
120,无,cd,0.714285714286,6.06,0.916290731874,1.0,成都,2016-06,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,6.06万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,175/70 R14,电动助力,7.0,上汽大众,1.6L 110马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,复合扭力梁式非独立悬架,无,标配/标配,无,175/70 R14,0.0,0.0,无,0.0,无,0.0,大众桑塔纳 2015款 1.6L 手动风尚版,无,无,国四,国四,1.6,1120,9.8,无,155,110.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,1.0,无,无,466,标配,大众桑塔纳,无,4门5座三厢车,2603,自然吸气,0.0,4473/1706/1469,标配,0.0,,-,0.0
121,标配,cd,0.701030927835,5.71,0.85221187519,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,5.71万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,225/65 R17,机械液压助力,6.8,野马汽车,1.8L 136马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,无,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,无,0.0,川汽野马野马T70 2016款 升级版 1.8L 手动精英型,无,无,国五,国五,1.8,1565,9.7,无,170,136.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,8.0,无,标配,-,标配,川汽野马野马T70,无,5门5座SUV,2665,自然吸气,3.0,4555/1835/1715,标配,0.0,,-,0.0
122,标配,cd,0.766917293233,3.74,1.1909856088,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,3.74万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,标配,麦弗逊式独立悬架,225/65 R17,机械液压助力,10.2,长城汽车,1.5T 150马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,双横臂式独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,标配,0.0,哈弗H6 2015款 升级版 1.5T 手动两驱尊贵型,无,标配,国五,国五,1.5,-,13.3,标配,210,150.0,4080元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,2.0,标配,标配,808-20,标配,哈弗H6,标配,5门5座SUV,2680,涡轮增压,0.0,4640/1825/1690,标配,0.0,-,-,0.0
123,标配,cd,0.452674897119,13.32,-0.189868762429,3.41666666667,成都,2014-01,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,13.32万公里,0.0,通风盘式,无/无,无/无,标配/无,标配,麦弗逊式独立悬架,235/55 R18,机械液压助力,11.0,东风裕隆,2.2T 178马力 L4,0.0,自动,0.0,5档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,235/55 R18,2.0,0.0,标配,0.0,标配,0.0,纳智捷大7 SUV 2013款 锋芒限量版 2.2T 两驱智慧型,无,无,国四,国四,2.2,1860,24.3,标配,275,178.0,4400元（车价x4%，最低3500元） ,0.0,SUV,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型SUV,4.0,无,标配,-,标配,纳智捷大7,无,5门5座SUV,2910,涡轮增压,2.0,4800/1930/1760,标配,0.0,-,-,0.0
124,无,cd,0.637168141593,6.16,0.563094052312,1.83333333333,成都,2015-08,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.16万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,185/60 R15,电动助力,7.2,上汽大众,1.6L 110马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),鼓式,扭力梁式非独立悬架,标配,标配/标配,标配,185/60 R15,0.0,0.0,无,0.0,标配,0.0,大众POLO 2014款 1.6L 自动舒适版,无,标配,国五,国五,1.6,1120,11.3,无,155,110.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,小型车,3.0,标配,无,250,标配,大众POLO,标配,5门5座两厢车,2470,自然吸气,0.0,3970/1682/1462,标配,0.0,,-,0.0
125,无,cd,0.625423728814,6.51,0.512633942523,2.0,成都,2015-06,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.51万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,225/65 R17,电动助力,7.38,长安汽车,2.0L 158马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,无,0.0,长安CS75 2014款 2.0L 手动舒适型 国IV,无,无,国四,国四,2.0,1640,11.8,无,200,158.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型SUV,3.0,无,无,590-15,标配,长安CS75,无,5门5座SUV,2700,自然吸气,1.0,4650/1850/1705,标配,0.0,-,-,0.0
126,无,cd,0.621714285714,3.65,0.496830871479,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,直喷,无,标配,标配,无,3.65万公里,0.0,通风盘式,正常/无,正常/正常,无/无,无,麦弗逊式独立悬架,225/50 R17,电子液压助力,10.88,长安标致雪铁龙,1.6T 163马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,纵臂扭转力式非独立悬架,无,标配/标配,标配,225/50 R17,0.0,0.0,标配,0.0,标配,0.0,DS 5LS 2015款 1.6T 舒适版THP160,无,无,国四,国四,1.6,1475,17.5,无,240,163.0,4352元（车价x4%，最低3500元） ,0.0,5LS,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,2.0,无,无,466,标配,DS,标配,4门5座三厢车,2715,涡轮增压,0.0,4702/1840/1510,标配,0.0,,-,0.0
127,无,cd,0.587628865979,6.12,0.354171813721,2.0,成都,2015-06,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.12万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,225/55 R17,电动助力,11.4,上汽通用别克,2.0L 154马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/55 R17,0.0,0.0,无,0.0,无,0.0,别克君威 2015款 2.0L 领先时尚型,无,无,国五,国五,2.0,1585,19.4,无,190,154.0,4560元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,标配,无,标配,中型车,8.0,标配,标配,442,标配,别克君威,标配,4门5座三厢车,2737,自然吸气,6.0,4843/1856/1484,标配,0.0,,-,0.0
128,无,cd,0.570967741935,9.3,0.285800604352,2.16666666667,成都,2015-04,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,9.3万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,185/60 R15,电动助力,7.08,上汽大众,1.6L 110马力 L4,0.0,自动,0.0,6档自动变速箱(AT),鼓式,复合扭力梁式非独立悬架,标配,标配/标配,标配,185/60 R15,0.0,0.0,无,0.0,无,2.0,大众桑塔纳 2015款 1.6L 自动舒适版,无,无,国四,国四,1.6,1155,12.4,无,155,110.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,8.0,无,无,466,标配,大众桑塔纳,无,4门5座三厢车,2603,自然吸气,0.0,4473/1706/1469,标配,0.0,,-,0.0
129,无,cd,0.677419354839,4.1,0.741937344729,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,4.1万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,175/70 R14,电动助力,6.3,一汽-大众,1.6L 110马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,复合扭力梁式非独立悬架,标配,标配/标配,标配,175/70 R14,0.0,0.0,无,0.0,无,0.0,大众捷达 2015款 质惠版 1.6L 手动时尚型,无,无,国四,国四,1.6,-,9.3,无,160,110.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,0.0,无,无,466,标配,大众捷达,无,4门5座三厢车,2603,自然吸气,0.0,4487/1706/1470,标配,0.0,,-,0.0
130,无,cd,0.630434782609,5.54,0.53408248593,1.16666666667,成都,2016-04,正常/正常,1.0,0.0,多点电喷,无,无,标配,无,5.54万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,175/70 R14,电动助力,5.8,上汽大众,1.4L 90马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,复合扭力梁式非独立悬架,无,标配/标配,无,175/70 R14,1.0,0.0,无,0.0,无,0.0,大众桑塔纳 2015款 1.4L 手动风尚版,无,无,国四,国四,1.4,1100,9.2,无,132,90.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,4.0,无,无,466,标配,大众桑塔纳,无,4门5座三厢车,2603,自然吸气,1.0,4473/1706/1469,标配,0.0,,-,0.0
131,无,cd,0.528169014085,9.4,0.112795494145,2.25,成都,2015-03,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,9.4万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/60 R16,机械液压助力,7.5,长安福特,1.6L 125马力 L4,0.0,自动,0.0,6档双离合变速箱(DCT),盘式,多连杆独立悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,无,0.0,无,0.0,福特福克斯 2012款 三厢 1.6L 自动舒适型,无,无,国四,国四,1.6,1338,14.2,无,159,125.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,0.0,无,无,530,标配,福特福克斯,标配,4门5座三厢车,2648,自然吸气,1.0,4534/1823/1483,标配,0.0,,-,0.0
132,无,cd,0.617647058824,4.41,0.479573080262,1.41666666667,成都,2016-01,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,4.41万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,195/65 R15,电动助力,8.4,上汽大众,1.6L 110马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,195/65 R15,2.0,0.0,无,0.0,无,0.0,大众朗行 2015款 1.6L 自动风尚版,无,无,国四,国四,1.6,-,13.6,无,155,110.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,9.0,标配,无,412,标配,大众朗行,标配,5门5座两厢车,2610,自然吸气,3.0,4445/1765/1485,标配,0.0,,-,0.0
